order_id,salescheck,Shipped_date,carrier,ship_mode,tracking_number,store_number
856400349,093002294806,2017-09-24,UPS,GD,1Z9728550300229549    ,1069
856400349,093002294806,2017-09-24,UPS,GD,1Z9728550300229549    ,1069
856381399,093002297201,2017-09-24,UPS,GDE,1Z972855YW00229550    ,1069
856381399,093002297201,2017-09-24,UPS,GDE,1Z972855YW00229550    ,1069
856402311,093002300716,2017-09-24,UPS,GD,1Z9728550300229567    ,1069
856402311,093002300716,2017-09-24,UPS,GD,1Z9728550300229576    ,1069
856402311,093002300716,2017-09-24,UPS,GD,1Z9728550300229567    ,1069
856415910,093002351015,2017-09-25,UPS,GD,1Z9728550300229638    ,1069
856063854,093002350325,2017-09-25,UPS,GD,1Z9728550300229629    ,1069
856426828,093002350261,2017-09-25,UPS,GDE,1Z972855YW00229649    ,1069
856428661,093002352038,2017-09-25,UPS,GD,1Z9728550300229665    ,1069
856428661,093002352038,2017-09-25,UPS,GD,1Z9728550300229665    ,1069
856429909,093002353590,2017-09-25,UPS,GDE,1Z972855YW00229596    ,1069
856429909,093002353590,2017-09-25,UPS,GDE,1Z972855YW00229596    ,1069
856431331,093002354667,2017-09-25,UPS,GDE,1Z972855YW00229603    ,1069
856431440,093002354912,2017-09-25,UPS,GDE,1Z972855YW00229612    ,1069
856438495,093002361605,2017-09-25,UPS,GDE,1Z972855YW00229658    ,1069
856448881,093002371327,2017-09-25,UPS,GDE,1Z972855YW00229676    ,1069
856451343,093002373883,2017-09-25,UPS,GD,1Z9728550300229718    ,1069
856443202,093002374410,2017-09-25,UPS,GDE,1Z972855YW00229729    ,1069
855861443,093002376661,2017-09-25,UPS,GD,1Z9728550300229683    ,1069
856462110,093002385909,2017-09-25,UPS,GDE,1Z972855YW00229694    ,1069
856462110,093002385909,2017-09-25,UPS,GDE,1Z972855YW00229694    ,1069
856464590,093002386880,2017-09-25,UPS,GDE,1Z972855YW00229701    ,1069
856464590,093002386880,2017-09-25,UPS,GDE,1Z972855YW00229701    ,1069
856465822,093002388223,2017-09-25,UPS,GDE,1Z972855YW00229756    ,1069
856465715,093002388258,2017-09-25,UPS,GDE,1Z972855YW00229747    ,1069
856464227,093002388293,2017-09-25,UPS,GDE,1Z972855YW00229738    ,1069
856467511,093002389695,2017-09-25,UPS,GDE,1Z972855YW00229765    ,1069
856475304,093002413439,2017-09-26,UPS,GD,1Z9728550300229843    ,1069
856475304,093002413439,2017-09-26,UPS,GD,1Z9728550300229843    ,1069
852778660,093002415062,2017-09-26,UPS,GDE,1Z972855YW00229827    ,1069
852778660,093002415062,2017-09-26,UPS,GDE,1Z972855YW00229827    ,1069
856481932,093002415461,2017-09-26,UPS,GDE,1Z972855YW00229836    ,1069
856481932,093002415461,2017-09-26,UPS,GDE,1Z972855YW00229836    ,1069
856481932,093002415461,2017-09-26,UPS,GDE,1Z972855YW00229836    ,1069
856481932,093002415461,2017-09-26,UPS,GDE,1Z972855YW00229836    ,1069
856500300,093002430762,2017-09-26,UPS,GDE,1Z972855YW00229854    ,1069
856502224,093002432435,2017-09-26,UPS,GDE,1Z972855YW00229890    ,1069
856502224,093002432435,2017-09-26,UPS,GDE,1Z972855YW00229890    ,1069
856504008,093002434623,2017-09-26,UPS,GDE,1Z972855YW00229881    ,1069
856504879,093002434902,2017-09-26,UPS,GDE,1Z972855YW00229863    ,1069
856506469,093002435829,2017-09-26,UPS,GDE,1Z972855YW00229872    ,1069
856375566,093002262596,2017-09-26,UPS,GD,1Z9728550300229905    ,1069
856515855,093002445499,2017-09-26,UPS,GD,1Z9728550300229923    ,1069
856520233,093002447061,2017-09-26,UPS,GD,1Z9728550300229932    ,1069
856520533,093002447315,2017-09-26,UPS,GD,1Z9728550300229941    ,1069
856520533,093002447315,2017-09-26,UPS,GD,1Z9728550300229941    ,1069
856520533,093002447315,2017-09-26,UPS,GD,1Z9728550300229941    ,1069
856520752,093002448162,2017-09-26,UPS,GDE,1Z972855YW00229952    ,1069
856520752,093002448162,2017-09-26,UPS,GDE,1Z972855YW00229952    ,1069
856480967,093002449306,2017-09-26,UPS,GD,1Z9728550300229978    ,1069
856523900,093002450844,2017-09-26,UPS,GD,1Z9728550300229969    ,1069
856523900,093002450844,2017-09-26,UPS,GD,1Z9728550300229969    ,1069
856523900,093002450844,2017-09-26,UPS,GD,1Z9728550300229969    ,1069
856528457,093002454499,2017-09-26,UPS,GDE,1Z972855YW00229989    ,1069
856528457,093002454499,2017-09-26,UPS,GDE,1Z972855YW00229989    ,1069
856533488,093002460432,2017-09-27,UPS,GD,1Z9728550300230019    ,1069
852972122,093002465158,2017-09-27,UPS,GD,1Z9728550300230000    ,1069
856544072,093002468707,2017-09-27,UPS,GD,1Z9728550300229996    ,1069
854372749,093002493640,2017-09-27,UPS,GDE,1Z972855YW00230020    ,1069
856557250,093002530645,2017-09-27,UPS,GDE,1Z972855YW00230039    ,1069
856560788,093002533584,2017-09-27,UPS,GD,1Z9728550300230046    ,1069
856560981,093002534112,2017-09-27,UPS,GDE,1Z972855YW00230057    ,1069
856563038,093002536312,2017-09-27,UPS,GD,1Z9728550300230064    ,1069
855801889,093002540269,2017-09-28,UPS,GD,1Z9728550300230135    ,1069
856478749,093002541461,2017-09-28,UPS,GD,1Z9728550300230126    ,1069
856571257,093002542835,2017-09-28,UPS,GD,1Z9728550300230144    ,1069
856571478,093002543618,2017-09-28,UPS,GDE,1Z972855YW00230164    ,1069
856571478,093002543618,2017-09-28,UPS,GDE,1Z972855YW00230164    ,1069
856571478,093002543618,2017-09-28,UPS,GDE,1Z972855YW00230164    ,1069
856571478,093002543618,2017-09-28,UPS,GDE,1Z972855YW00230164    ,1069
856575277,093002546972,2017-09-28,UPS,GDE,1Z9728550300230180    ,1069
856582413,093002573351,2017-09-28,UPS,GDE,1Z972855YW00230173    ,1069
855319359,093002581880,2017-09-28,UPS,GDE,1Z972855YW00230155    ,1069
856608086,093002596288,2017-09-29,UPS,GDE,1Z972855YW00230208    ,1069
856614957,093003012399,2017-09-29,UPS,GDE,1Z972855YW00230217    ,1069
856619705,093003017649,2017-09-29,UPS,GDE,1Z972855YW00230235    ,1069
856623834,093003021381,2017-09-29,UPS,GDE,1Z972855YW00230226    ,1069
856641859,093003037126,2017-09-29,UPS,GD,1Z9728550300230242    ,1069
856640693,093003038006,2017-09-29,UPS,GDE,1Z972855YW00230253    ,1069
856514628,093003040854,2017-09-29,UPS,GD,1Z9728550300230260    ,1069
856655600,093003048879,2017-09-30,UPS,GD,1Z9728550300230395    ,1069
856664283,093003066278,2017-09-30,UPS,GD,1Z9728550300230402    ,1069
856667180,093003069310,2017-09-30,UPS,GDE,1Z972855YW00230413    ,1069
856667180,093003069310,2017-09-30,UPS,GDE,1Z972855YW00230413    ,1069
856667180,093003069310,2017-09-30,UPS,GDE,1Z972855YW00230413    ,1069
856668724,093003070822,2017-09-30,UPS,GD,1Z9728550300230420    ,1069
856675768,093003089095,2017-09-30,UPS,GD,1Z9728550300230439    ,1069
856708356,093003103970,2017-09-30,UPS,GDE,1Z972855YW00230459    ,1069
856707461,093003103227,2017-09-30,UPS,GDE,1Z972855YW00230440    ,1069
856708244,093003104052,2017-09-30,UPS,GD,1Z9728550300230466    ,1069
856715263,093003140353,2017-09-30,UPS,GD,1Z9728550300230475    ,1069
856716081,093003141132,2017-09-30,UPS,GD,1Z9728550300230484    ,1069
856716081,093003141132,2017-09-30,UPS,GD,1Z9728550300230493    ,1069
856646474,093003144139,2017-10-01,UPS,GDE,1Z972855YW00230511    ,1069
856682908,093003081577,2017-10-01,UPS,GD,1Z9728550300230555    ,1069
856740733,093003161678,2017-10-01,UPS,GD,1Z9728550300230546    ,1069
856743672,093003164184,2017-10-01,UPS,GD,1Z9728550300230537    ,1069
856743672,093003164184,2017-10-01,UPS,GD,1Z9728550300230537    ,1069
856746475,093003168187,2017-10-01,UPS,GDE,1Z972855YW00230520    ,1069
856755182,093003174675,2017-10-01,UPS,GD,1Z9728550300230564    ,1069
856755533,093003175028,2017-10-01,UPS,GDE,1Z972855YW00230575    ,1069
856759142,093003178286,2017-10-01,UPS,GDE,1Z972855YW00230584    ,1069
856759142,093003178286,2017-10-01,UPS,GDE,1Z972855YW00230584    ,1069
856758578,093003178833,2017-10-01,UPS,GD,1Z9728550300230591    ,1069
856758578,093003178833,2017-10-01,UPS,GD,1Z9728550300230591    ,1069
856758578,093003178833,2017-10-01,UPS,GD,1Z9728550300230591    ,1069
856758578,093003178833,2017-10-01,UPS,GD,1Z9728550300230591    ,1069
856761781,093003180708,2017-10-01,UPS,GDE,1Z972855YW00230600    ,1069
856765538,093003183884,2017-10-02,UPS,GD,1Z9728550300230626    ,1069
856761972,093003185421,2017-10-02,UPS,GDE,1Z972855YW00230691    ,1069
856769202,093003189465,2017-10-02,UPS,GD,1Z9728550300230635    ,1069
856769202,093003189465,2017-10-02,UPS,GD,1Z9728550300230635    ,1069
856769202,093003189465,2017-10-02,UPS,GD,1Z9728550300230635    ,1069
856769202,093003189465,2017-10-02,UPS,GD,1Z9728550300230635    ,1069
856769202,093003189465,2017-10-02,UPS,GD,1Z9728550300230635    ,1069
856774101,093003200808,2017-10-02,UPS,GD,1Z9728550300230644    ,1069
856774101,093003200808,2017-10-02,UPS,GD,1Z9728550300230644    ,1069
856774101,093003200808,2017-10-02,UPS,GD,1Z9728550300230644    ,1069
856774101,093003200808,2017-10-02,UPS,GD,1Z9728550300230644    ,1069
856774101,093003200808,2017-10-02,UPS,GD,1Z9728550300230644    ,1069
856774101,093003200808,2017-10-02,UPS,GD,1Z9728550300230644    ,1069
856774101,093003200808,2017-10-02,UPS,GD,1Z9728550300230644    ,1069
856775403,093003201377,2017-10-02,UPS,GDE,1Z972855YW00230619    ,1069
856776201,093003202358,2017-10-02,UPS,GDE,1Z972855YW00230664    ,1069
855512016,093003208974,2017-10-02,UPS,GDE,1Z972855YW00230655    ,1069
856789865,093003224847,2017-10-02,UPS,GD,1Z9728550300230671    ,1069
856791196,093003226444,2017-10-02,UPS,GD,1Z9728550300230680    ,1069
856677292,093003077918,2017-10-02,UPS,GDE,1Z972855YW00230708    ,1069
856815974,093003248861,2017-10-03,UPS,GD,1Z9728550300230715    ,1069
856815974,093003248861,2017-10-03,UPS,GD,1Z9728550300230715    ,1069
856820390,093003252821,2017-10-03,UPS,GDE,1Z972855YW00230744    ,1069
856832571,093003261364,2017-10-03,UPS,GD,1Z9728550300230733    ,1069
856841174,093003267936,2017-10-03,UPS,GDE,1Z972855YW00230726    ,1069
854533376,093003282384,2017-10-03,UPS,GDE,1Z972855YW00230753    ,1069
854135003,093003286680,2017-10-03,UPS,GDE,1Z972855YW00230762    ,1069
854135003,093003286680,2017-10-03,UPS,GDE,1Z972855YW00230762    ,1069
856860851,093003294838,2017-10-04,UPS,GDE,1Z972855YW00230771    ,1069
856868280,093003300068,2017-10-04,UPS,GD,1Z9728550300230788    ,1069
856868781,093003300640,2017-10-04,UPS,GD,1Z9728550300230797    ,1069
856875322,093003303775,2017-10-04,UPS,GD,1Z9728550300230813    ,1069
856879234,093003305662,2017-10-04,UPS,GD,1Z9728550300230804    ,1069
856895089,093003351031,2017-10-04,UPS,GDE,1Z972855YW00230824    ,1069
856898817,093003354140,2017-10-04,UPS,GDE,1Z972855YW00230833    ,1069
856899691,093003355021,2017-10-04,UPS,GD,1Z9728550300230840    ,1069
856901158,093003356133,2017-10-04,UPS,GDE,1Z972855YW00230851    ,1069
856907156,093003361518,2017-10-04,UPS,GD,1Z9728550300230868    ,1069
856907156,093003361518,2017-10-04,UPS,GD,1Z9728550300230868    ,1069
856909453,093003363406,2017-10-04,UPS,GD,1Z9728550300230877    ,1069
856910220,093003363200,2017-10-05,UPS,GD,1Z9728550300230911    ,1069
856905847,093003365897,2017-10-05,UPS,GD,1Z9728550300230902    ,1069
856721573,093003372998,2017-10-05,UPS,GD,1Z9728550300230895    ,1069
856924698,093003377515,2017-10-05,UPS,GDE,1Z972855YW00230888    ,1069
856951677,093003408824,2017-10-05,UPS,GDE,1Z972855YW00230922    ,1069
856951677,093003408824,2017-10-05,UPS,GDE,1Z972855YW00230922    ,1069
854252557,093003413264,2017-10-05,UPS,GD,1Z9728550300230939    ,1069
856960820,093003416263,2017-10-05,UPS,GD,1Z9728550300230948    ,1069
856961770,093003417332,2017-10-05,UPS,GDE,1Z972855YW00230959    ,1069
856961770,093003417332,2017-10-05,UPS,GDE,1Z972855YW00230959    ,1069
856972644,093003426309,2017-10-05,UPS,GD,1Z9728550300231018    ,1069
856876126,093003427830,2017-10-05,UPS,GDE,1Z972855YW00231029    ,1069
856876126,093003427830,2017-10-05,UPS,GDE,1Z972855YW00231029    ,1069
856680206,093003428781,2017-10-06,UPS,GD,1Z9728550300231134    ,1069
856980077,093003435017,2017-10-06,UPS,GD,1Z9728550300231107    ,1069
856980077,093003435017,2017-10-06,UPS,GD,1Z9728550300231107    ,1069
856983218,093003435903,2017-10-06,UPS,GDE,1Z972855YW00231118    ,1069
856990611,093003440746,2017-10-06,UPS,GD,1Z9728550300231090    ,1069
856992776,093003442979,2017-10-06,UPS,GD,1Z9728550300231125    ,1069
856993336,093003444360,2017-10-06,UPS,GDE,1Z972855YW00231145    ,1069
856993336,093003444360,2017-10-06,UPS,GDE,1Z972855YW00231145    ,1069
857004215,093003452455,2017-10-06,UPS,GD,1Z9728550300231072    ,1069
857010599,093003458006,2017-10-06,UPS,GD,1Z9728550300231081    ,1069
857022035,093003466411,2017-10-08,UPS,GDE,1Z972855YW00231207    ,1069
856873475,093003303206,2017-10-08,UPS,GDE,1Z972855YW00231216    ,1069
856873475,093003303206,2017-10-08,UPS,GDE,1Z972855YW00231216    ,1069
856873475,093003303206,2017-10-08,UPS,GDE,1Z972855YW00231216    ,1069
856966666,093003490941,2017-10-08,UPS,GD,1Z9728550300231223    ,1069
857036062,093003498008,2017-10-08,UPS,GDE,1Z972855YW00231234    ,1069
857040084,093003530702,2017-10-08,UPS,GD,1Z9728550300231241    ,1069
857040084,093003530702,2017-10-08,UPS,GD,1Z9728550300231241    ,1069
857042402,093003531084,2017-10-08,UPS,GD,1Z9728550300231250    ,1069
857054201,093003541470,2017-10-08,UPS,GD,1Z9728550300231269    ,1069
857063434,093003548782,2017-10-08,UPS,GDE,1Z972855YW00231270    ,1069
857067796,093003573192,2017-10-08,UPS,GD,1Z9728550300231287    ,1069
857068785,093003573682,2017-10-08,UPS,GD,1Z9728550300231296    ,1069
857068785,093003573682,2017-10-08,UPS,GD,1Z9728550300231296    ,1069
857068785,093003573682,2017-10-08,UPS,GD,1Z9728550300231296    ,1069
857091910,093003590496,2017-10-08,UPS,GD,1Z9728550300231312    ,1069
857091910,093003590496,2017-10-08,UPS,GD,1Z9728550300231312    ,1069
857091910,093003590496,2017-10-08,UPS,GD,1Z9728550300231312    ,1069
857091910,093003590496,2017-10-08,UPS,GD,1Z9728550300231312    ,1069
856817507,093003574572,2017-10-08,UPS,GD,1Z9728550300231303    ,1069
856817507,093003574572,2017-10-08,UPS,GD,1Z9728550300231303    ,1069
857106796,093000012587,2017-10-08,UPS,GDE,1Z972855YW00231323    ,1069
857111476,093000015884,2017-10-08,UPS,GD,1Z9728550300231330    ,1069
857116142,093000019828,2017-10-08,UPS,GD,1Z9728550300231349    ,1069
857128373,093000031778,2017-10-09,UPS,GD,1Z9728550300231394    ,1069
857128373,093000031778,2017-10-09,UPS,GD,1Z9728550300231394    ,1069
857146197,093000044013,2017-10-09,UPS,GD,1Z9728550300231376    ,1069
857029885,093003492837,2017-10-09,UPS,GD,1Z9728550300231358    ,1069
857153335,093000049475,2017-10-09,UPS,GD,1Z9728550300231367    ,1069
857155928,093000061805,2017-10-09,UPS,GD,1Z9728550300231401    ,1069
857137034,093000036450,2017-10-09,UPS,GDE,1Z972855YW00231412    ,1069
857173292,093000075702,2017-10-09,UPS,GD,1Z9728550300231429    ,1069
857173292,093000075702,2017-10-09,UPS,GD,1Z9728550300231429    ,1069
857173292,093000075702,2017-10-09,UPS,GD,1Z9728550300231429    ,1069
857173292,093000075702,2017-10-09,UPS,GD,1Z9728550300231429    ,1069
857173722,093000075729,2017-10-09,UPS,GD,1Z9728550300231438    ,1069
857173000,093000075793,2017-10-09,UPS,GD,1Z9728550300231447    ,1069
857173854,093000076173,2017-10-09,UPS,GDE,1Z972855YW00231458    ,1069
857180561,093000081270,2017-10-09,UPS,GDE,1Z972855YW00231467    ,1069
857187402,093000090448,2017-10-10,UPS,GDE,1Z972855YW00231547    ,1069
857190096,093000091144,2017-10-10,UPS,GDE,1Z972855YW00231556    ,1069
857190096,093000091144,2017-10-10,UPS,GDE,1Z972855YW00231556    ,1069
857212642,093000109142,2017-10-10,UPS,GDE,1Z972855YW00231565    ,1069
857224143,093000146749,2017-10-10,UPS,GDE,1Z972855YW00231574    ,1069
857231006,093000151887,2017-10-10,UPS,GD,1Z9728550300231581    ,1069
857229583,093000150885,2017-10-10,UPS,GDE,1Z972855YW00231592    ,1069
857230727,093000153005,2017-10-10,UPS,GDE,1Z972855YW00231609    ,1069
857238579,093000158661,2017-10-10,UPS,GD,1Z9728550300231616    ,1069
857240841,093000160058,2017-10-10,UPS,GD,1Z9728550300231625    ,1069
857140023,093000161506,2017-10-11,UPS,GDE,1Z972855YW00231690    ,1069
857140023,093000161602,2017-10-11,UPS,GDE,1Z972855YW00231681    ,1069
857140023,093000161602,2017-10-11,UPS,GDE,1Z972855YW00231681    ,1069
857256003,093000174425,2017-10-11,UPS,GD,1Z9728550300231705    ,1069
857275782,093000188152,2017-10-11,UPS,GDE,1Z972855YW00231716    ,1069
857278863,093000200774,2017-10-11,UPS,GD,1Z9728550300231741    ,1069
857278863,093000200774,2017-10-11,UPS,GD,1Z9728550300231732    ,1069
857278863,093000200774,2017-10-11,UPS,GD,1Z9728550300231732    ,1069
857278863,093000200774,2017-10-11,UPS,GD,1Z9728550300231723    ,1069
857278863,093000200774,2017-10-11,UPS,GD,1Z9728550300231741    ,1069
857293410,093000222722,2017-10-11,UPS,GDE,1Z972855YW00231752    ,1069
857293410,093000222722,2017-10-11,UPS,GDE,1Z972855YW00231752    ,1069
857293832,093000223135,2017-10-13,UPS,GDE,1Z972855YW00231878    ,1069
857100523,093000226148,2017-10-13,UPS,GDE,1Z972855YW00231887    ,1069
857316121,093000240423,2017-10-13,UPS,GD,1Z9728550300231849    ,1069
857318396,093000242593,2017-10-13,UPS,GDE,1Z972855YW00231896    ,1069
857323306,093000245948,2017-10-13,UPS,GD,1Z9728550300231901    ,1069
857185191,093000252116,2017-10-13,UPS,GDE,1Z972855YW00231912    ,1069
857336214,093000256915,2017-10-13,UPS,GD,1Z9728550300231929    ,1069
857350777,093000269309,2017-10-13,UPS,GDE,1Z972855YW00231949    ,1069
