order_id,salescheck,Shipped_date,carrier,ship_mode,tracking_number,store_number
855803292,1431419735,09/13/2017,UPS,SUREPOST,1Z022VW8YW00088260,3345
855804325,1431420342,09/13/2017,UPS,SUREPOST,1Z022VW8YW00088279,3345
855826309,1431450396,09/16/2017,UPS,Ground,1Z022VW80300088624,3345
855826310,1431423746,09/13/2017,UPS,SUREPOST,1Z022VW8YW00088322,3345
855830023,1431424220,09/13/2017,UPS,Ground,1Z022VW80300088311,3345
855830540,1431424647,09/13/2017,UPS,Ground,1Z022VW80300088302,3345
855839377,1431425970,09/13/2017,UPS,Ground,1Z022VW80300088357,3345
855842145,1431426555,09/13/2017,UPS,Ground,1Z022VW80300088366,3345
855852118,1431428171,09/13/2017,UPS,SUREPOST,1Z022VW8YW00088402,3345
855852526,1431428199,09/13/2017,UPS,Ground,1Z022VW80300088393,3345
855854710,1431428717,09/13/2017,UPS,Ground,1Z022VW80300088384,3345
855872282,1431437241,09/15/2017,UPS,SUREPOST,1Z022VW8YW00088537,3345
855872549,1431431721,09/15/2017,UPS,Ground,1Z022VW80300088428,3345
855874161,1431431978,09/15/2017,UPS,Ground,1Z022VW80300088419,3345
855879482,1431433062,09/15/2017,UPS,Ground,1Z022VW80300088437,3345
855881841,1431441416,09/15/2017,UPS,SUREPOST,1Z022VW8YW00088519,3345
855885536,1431434496,09/15/2017,UPS,Ground,1Z022VW80300088464,3345
855889123,1431434711,09/15/2017,UPS,SUREPOST,1Z022VW8YW00088457,3345
855891499,1431435213,09/15/2017,UPS,SUREPOST,1Z022VW8YW00088475,3345
855902076,1431458614,09/18/2017,UPS,SUREPOST,1Z022VW8YW00088724,3345
855904824,1431436689,09/15/2017,UPS,Ground,1Z022VW80300088544,3345
855919058,1431439488,09/15/2017,UPS,Ground,1Z022VW80300088508,3345
855919736,1431439716,09/15/2017,UPS,Ground,1Z022VW80300088526,3345
855925054,1431440581,09/15/2017,UPS,SUREPOST,1Z022VW8YW00088484,3345
855926300,1431441176,09/15/2017,UPS,Ground,1Z022VW80300088491,3345
855934207,1431442593,09/15/2017,UPS,Ground,1Z022VW80300088553,3345
855937449,1431443513,09/16/2017,UPS,SUREPOST,1Z022VW8YW00088564,3345
855945346,1431444473,09/16/2017,UPS,Ground,1Z022VW80300088580,3345
855951378,1431450444,09/16/2017,UPS,Ground,1Z022VW80300088651,3345
855951386,1431445581,09/16/2017,UPS,Ground,1Z022VW80300088599,3345
855964163,1431448452,09/16/2017,UPS,Ground,1Z022VW80300088606,3345
855975306,1431450160,09/16/2017,UPS,SUREPOST,1Z022VW8YW00088635,3345
855977317,1431520051,09/26/2017,UPS,Ground,1Z022VW80300089418,3345
855979486,1431451593,09/18/2017,UPS,SUREPOST,1Z022VW8YW00088699,3345
855983328,1431451958,09/18/2017,UPS,Ground,1Z022VW80300088688,3345
855984495,1431452591,09/16/2017,UPS,SUREPOST,1Z022VW8YW00088671,3345
855998119,1431454320,09/16/2017,UPS,Ground,1Z022VW80300088660,3345
856019112,1431458156,09/18/2017,UPS,Ground,1Z022VW80300088704,3345
856028694,1431459713,09/18/2017,UPS,Ground,1Z022VW80300088713,3345
856030041,1431459808,09/18/2017,UPS,SUREPOST,1Z022VW8YW00088733,3345
856034110,1431460894,09/18/2017,UPS,SUREPOST,1Z022VW8YW00088751,3345
856034739,1431460920,09/18/2017,UPS,Ground,1Z022VW80300088740,3345
856036730,1431461212,09/18/2017,UPS,Ground,1Z022VW80300088777,3345
856039896,1431461713,09/18/2017,UPS,Ground,1Z022VW80300088768,3345
856040123,1431461496,09/18/2017,UPS,SUREPOST,1Z022VW8YW00088788,3345
856048904,1431466512,09/18/2017,UPS,SUREPOST,1Z022VW8YW00088813,3345
856050190,1431553079,09/27/2017,UPS,SUREPOST,1Z022VW8YW00089830,3345
856053653,1431469242,09/18/2017,UPS,SUREPOST,1Z022VW8YW00088859,3345
856067037,1431466647,09/18/2017,UPS,Ground,1Z022VW80300088839,3345
856067040,1431466758,09/18/2017,UPS,Ground,1Z022VW80300088848,3345
856067797,1431466634,09/18/2017,UPS,Ground,1Z022VW80300088820,3345
856068707,1431466436,09/18/2017,UPS,Ground,1Z022VW80300088802,3345
856073425,1431467891,09/18/2017,UPS,SUREPOST,1Z022VW8YW00088797,3345
856088831,1431489718,09/20/2017,UPS,SUREPOST,1Z022VW8YW00089143,3345
856115998,1431475008,09/19/2017,UPS,Ground,1Z022VW80300088919,3345
856116877,1431475031,09/19/2017,UPS,Ground,1Z022VW80300088884,3345
856117399,1431475296,09/19/2017,UPS,Ground,1Z022VW80300088928,3345
856117927,1431474864,09/19/2017,UPS,Ground,1Z022VW80300088900,3345
856118612,1431475241,09/20/2017,UPS,Ground,1Z022VW80300089132,3345
856120979,1431486655,09/20/2017,UPS,Ground,1Z022VW80300089098,3345
856123057,1431476173,09/19/2017,UPS,SUREPOST,1Z022VW8YW00088948,3345
856124166,1431476289,09/19/2017,UPS,Ground,1Z022VW80300088955,3345
856130108,1431477440,09/19/2017,UPS,Ground,1Z022VW80300088964,3345
856133003,1431487224,09/20/2017,UPS,Ground,1Z022VW80300089105,3345
856140855,1431487905,09/20/2017,UPS,Ground,1Z022VW80300089123,3345
856148462,1431507704,09/22/2017,UPS,Ground,1Z022VW80300089249,3345
856171042,1431488925,09/20/2017,UPS,Ground,1Z022VW80300089061,3345
856172158,1431488976,09/20/2017,UPS,Ground,1Z022VW80300089070,3345
856175493,1431486022,09/20/2017,UPS,Ground,1Z022VW80300089114,3345
856190027,1431501828,09/22/2017,UPS,SUREPOST,1Z022VW8YW00089232,3345
856190598,1431488810,09/20/2017,UPS,SUREPOST,1Z022VW8YW00089081,3345
856191014,1431488697,09/20/2017,UPS,SUREPOST,1Z022VW8YW00089054,3345
856192882,1431488993,09/20/2017,UPS,Ground,1Z022VW80300089043,3345
856215568,1431499346,09/22/2017,UPS,SUREPOST,1Z022VW8YW00089198,3345
856233594,1431496856,09/22/2017,UPS,SUREPOST,1Z022VW8YW00089161,3345
856238152,1431496386,09/22/2017,UPS,Ground,1Z022VW80300089212,3345
856241754,1431498407,09/22/2017,UPS,Ground,1Z022VW80300089150,3345
856245160,1431498904,09/22/2017,UPS,Ground,1Z022VW80300089221,3345
856245940,1431499082,09/22/2017,UPS,SUREPOST,1Z022VW8YW00089170,3345
856249756,1431499797,09/22/2017,UPS,Ground,1Z022VW80300089187,3345
856254241,1431500561,09/22/2017,UPS,SUREPOST,1Z022VW8YW00089205,3345
856256013,1431544781,09/26/2017,UPS,Ground,1Z022VW80300089696,3345
856277957,1431508949,09/22/2017,UPS,Ground,1Z022VW80300089294,3345
856286206,1431506966,09/22/2017,UPS,Ground,1Z022VW80300089258,3345
856286486,1431507093,09/22/2017,UPS,Ground,1Z022VW80300089267,3345
856287139,1431507064,09/22/2017,UPS,Ground,1Z022VW80300089276,3345
856293940,1431502930,09/22/2017,UPS,SUREPOST,1Z022VW8YW00089321,3345
856296093,1431508923,09/22/2017,UPS,Ground,1Z022VW80300089310,3345
856296342,1431508988,09/22/2017,UPS,SUREPOST,1Z022VW8YW00089287,3345
856296387,1431508968,09/22/2017,UPS,Ground,1Z022VW80300089301,3345
856300647,1431510047,09/22/2017,UPS,Ground,1Z022VW80300089338,3345
856328633,1431519324,09/26/2017,UPS,Ground,1Z022VW80300089392,3345
856334784,1431517699,09/26/2017,UPS,Ground,1Z022VW80300089347,3345
856339108,1431517814,09/26/2017,UPS,Ground,1Z022VW80300089365,3345
856342556,1431518473,09/26/2017,UPS,Ground,1Z022VW80300089356,3345
856346348,1431519066,09/26/2017,UPS,Ground,1Z022VW80300089383,3345
856347065,1431519445,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089376,3345
856366843,1431522433,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089429,3345
856368858,1431525753,09/26/2017,UPS,Ground,1Z022VW80300089463,3345
856370283,1431523191,09/26/2017,UPS,Ground,1Z022VW80300089436,3345
856373861,1431523955,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089447,3345
856378402,1431676192,10/11/2017,UPS,Ground,1Z022VW80300091049,3345
856382357,1431550484,09/27/2017,UPS,Ground,1Z022VW80300089810,3345
856382357,1431550484,09/27/2017,UPS,Ground,1Z022VW80300089801,3345
856382530,1431601337,10/03/2017,UPS,Ground,1Z022VW80300090228,3345
856383399,1431526051,09/26/2017,UPS,Ground,1Z022VW80300089472,3345
856383674,1431526067,09/26/2017,UPS,Ground,1Z022VW80300089490,3345
856383765,1431526162,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089456,3345
856393330,1431526418,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089509,3345
856401904,1431528810,09/26/2017,UPS,Ground,1Z022VW80300089534,3345
856403339,1431529345,09/26/2017,UPS,Ground,1Z022VW80300089525,3345
856403581,1431529214,09/26/2017,UPS,Ground,1Z022VW80300089543,3345
856404201,1431529011,09/26/2017,UPS,Ground,1Z022VW80300089516,3345
856429968,1431533183,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089616,3345
856432072,1431533476,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089634,3345
856435062,1431534919,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089563,3345
856444097,1431535139,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089625,3345
856446172,1431535642,09/26/2017,UPS,Ground,1Z022VW80300089552,3345
856450631,1431536071,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089581,3345
856451640,1431536403,09/26/2017,UPS,Ground,1Z022VW80300089570,3345
856471058,1431538913,09/26/2017,UPS,Ground,1Z022VW80300089598,3345
856484425,1431542936,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089723,3345
856487829,1431541924,09/26/2017,UPS,Ground,1Z022VW80300089605,3345
856493110,1431542355,09/26/2017,UPS,SUREPOST,1Z022VW8YW00089661,3345
856502513,1431544700,09/26/2017,UPS,Ground,1Z022VW80300089687,3345
856502608,1431544819,09/26/2017,UPS,Ground,1Z022VW80300089678,3345
856503076,1431544920,09/26/2017,UPS,Ground,1Z022VW80300089703,3345
856511148,1431546058,09/26/2017,UPS,Ground,1Z022VW80300089749,3345
856513498,1431547843,09/26/2017,UPS,Ground,1Z022VW80300089730,3345
856518725,1431590730,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090186,3345
856537208,1431550653,09/27/2017,UPS,Ground,1Z022VW80300089794,3345
856538756,1431551065,09/27/2017,UPS,SUREPOST,1Z022VW8YW00089778,3345
856539497,1431551190,09/27/2017,UPS,Ground,1Z022VW80300089767,3345
856541691,1431551921,09/27/2017,UPS,Ground,1Z022VW80300089758,3345
856543580,1431552253,09/27/2017,UPS,Ground,1Z022VW80300089856,3345
856555063,1431554157,09/27/2017,UPS,Ground,1Z022VW80300089829,3345
856555179,1431554032,09/27/2017,UPS,Ground,1Z022VW80300089847,3345
856571318,1431570047,10/03/2017,UPS,Ground,1Z022VW80300090068,3345
856578182,1431558751,09/28/2017,UPS,Ground,1Z022VW80300089865,3345
856579391,1431560885,09/28/2017,UPS,Ground,1Z022VW80300089892,3345
856582971,1431559816,09/28/2017,UPS,Ground,1Z022VW80300089874,3345
856584183,1431559933,09/28/2017,UPS,Ground,1Z022VW80300089883,3345
856586901,1431560770,09/28/2017,UPS,SUREPOST,1Z022VW8YW00089910,3345
856588598,1431560933,09/28/2017,UPS,SUREPOST,1Z022VW8YW00089929,3345
856590850,1431561235,09/28/2017,UPS,Ground,1Z022VW80300089909,3345
856596212,1431562361,10/03/2017,UPS,SUREPOST,1Z022VW8YW00089938,3345
856610813,1431564700,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090104,3345
856622470,1431567162,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090079,3345
856623854,1431567514,10/03/2017,UPS,Ground,1Z022VW80300090095,3345
856623996,1431567477,10/03/2017,UPS,Ground,1Z022VW80300090086,3345
856625767,1431568047,10/03/2017,UPS,Ground,1Z022VW80300090059,3345
856637658,1431588204,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090024,3345
856639004,1431571679,10/03/2017,UPS,SUREPOST,1Z022VW8YW00089956,3345
856642595,1431571893,10/03/2017,UPS,SUREPOST,1Z022VW8YW00089947,3345
856682211,1431579720,10/03/2017,UPS,Ground,1Z022VW80300090175,3345
856684135,1431580047,10/03/2017,UPS,Ground,1Z022VW80300090166,3345
856685610,1431580348,10/03/2017,UPS,Ground,1Z022VW80300089981,3345
856687288,1431580607,10/03/2017,UPS,Ground,1Z022VW80300089972,3345
856688695,1431580946,10/03/2017,UPS,SUREPOST,1Z022VW8YW00089965,3345
856697242,1431582323,10/03/2017,UPS,SUREPOST,1Z022VW8YW00089992,3345
856703978,1431583002,10/03/2017,UPS,Ground,1Z022VW80300090004,3345
856718418,1431585900,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090033,3345
856738508,1431588964,10/03/2017,UPS,Ground,1Z022VW80300090013,3345
856763779,1431663640,10/10/2017,UPS,Ground,1Z022VW80300090844,3345
856764200,1431592949,10/03/2017,UPS,Ground,1Z022VW80300090040,3345
856772947,1431651387,10/08/2017,UPS,Ground,1Z022VW80300090728,3345
856776163,1431594659,10/03/2017,UPS,Ground,1Z022VW80300090193,3345
856777840,1431611173,10/05/2017,UPS,Ground,1Z022VW80300090326,3345
856788885,1431585214,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090113,3345
856802937,1431646097,10/07/2017,UPS,Ground,1Z022VW80300090666,3345
856804214,1431598705,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090122,3345
856810952,1431599881,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090140,3345
856811068,1431599839,10/03/2017,UPS,Ground,1Z022VW80300090139,3345
856811156,1431599996,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090159,3345
856818575,1431601426,10/03/2017,UPS,Ground,1Z022VW80300090219,3345
856823823,1431602268,10/03/2017,UPS,Ground,1Z022VW80300090246,3345
856823863,1431602239,10/03/2017,UPS,Ground,1Z022VW80300090237,3345
856825528,1431602535,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090257,3345
856833528,1431604053,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090266,3345
856837277,1431604743,10/03/2017,UPS,Ground,1Z022VW80300090282,3345
856838543,1431604776,10/03/2017,UPS,Ground,1Z022VW80300090273,3345
856846646,1431606772,10/03/2017,UPS,Ground,1Z022VW80300090308,3345
856851007,1431606992,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090293,3345
856865717,1431632314,10/06/2017,UPS,Ground,1Z022VW80300090559,3345
856868988,1431609698,10/05/2017,UPS,Ground,1Z022VW80300090317,3345
856874886,1431611350,10/05/2017,UPS,SUREPOST,1Z022VW8YW00090337,3345
856877053,1431610919,10/05/2017,UPS,Ground,1Z022VW80300090406,3345
856877689,1431611159,10/05/2017,UPS,Ground,1Z022VW80300090353,3345
856878238,1431611386,10/05/2017,UPS,Ground,1Z022VW80300090380,3345
856878551,1431611398,10/05/2017,UPS,Ground,1Z022VW80300090399,3345
856879400,1431611284,10/05/2017,UPS,Ground,1Z022VW80300090344,3345
856879519,1431611278,10/05/2017,UPS,Ground,1Z022VW80300090371,3345
856879519,1431611278,10/05/2017,UPS,Ground,1Z022VW80300090362,3345
856890951,1431613883,10/05/2017,UPS,Ground,1Z022VW80300090433,3345
856891983,1431614391,10/05/2017,UPS,SUREPOST,1Z022VW8YW00090417,3345
856928710,1431670035,10/10/2017,UPS,Ground,1Z022VW80300090942,3345
856931240,1431623990,10/05/2017,UPS,SUREPOST,1Z022VW8YW00090499,3345
856940645,1431624244,10/05/2017,UPS,SUREPOST,1Z022VW8YW00090426,3345
856947505,1431624960,10/05/2017,UPS,Ground,1Z022VW80300090504,3345
856955774,1431626952,10/05/2017,UPS,Ground,1Z022VW80300090513,3345
856958895,1431627554,10/05/2017,UPS,Ground,1Z022VW80300090442,3345
856960139,1431627589,10/05/2017,UPS,Ground,1Z022VW80300090479,3345
856962040,1431627402,10/05/2017,UPS,Ground,1Z022VW80300090460,3345
856962567,1431627857,10/05/2017,UPS,SUREPOST,1Z022VW8YW00090453,3345
856977749,1431634632,10/07/2017,UPS,Ground,1Z022VW80300090586,3345
856981479,1431632120,10/06/2017,UPS,Ground,1Z022VW80300090540,3345
856982523,1431631924,10/06/2017,UPS,Ground,1Z022VW80300090522,3345
856983084,1431630833,10/07/2017,UPS,Ground,1Z022VW80300090602,3345
856984978,1431651704,10/08/2017,UPS,SUREPOST,1Z022VW8YW00090748,3345
856989213,1431633079,10/06/2017,UPS,Ground,1Z022VW80300090531,3345
857002945,1431635438,10/07/2017,UPS,Ground,1Z022VW80300090577,3345
857012225,1431638153,10/07/2017,UPS,Ground,1Z022VW80300090595,3345
857015773,1431638312,10/07/2017,UPS,Ground,1Z022VW80300090568,3345
857023464,1431639875,10/07/2017,UPS,SUREPOST,1Z022VW8YW00090686,3345
857039899,1431643363,10/07/2017,UPS,Ground,1Z022VW80300090611,3345
857039899,1431643363,10/07/2017,UPS,Ground,1Z022VW80300090620,3345
857047004,1431644825,10/07/2017,UPS,Ground,1Z022VW80300090648,3345
857047605,1431644747,10/07/2017,UPS,Ground,1Z022VW80300090639,3345
857047946,1431645799,10/07/2017,UPS,SUREPOST,1Z022VW8YW00090659,3345
857048411,1431644700,10/07/2017,UPS,Ground,1Z022VW80300090693,3345
857057503,1431645888,10/07/2017,UPS,Ground,1Z022VW80300090675,3345
857058956,1431647014,10/07/2017,UPS,SUREPOST,1Z022VW8YW00090711,3345
857060898,1431646578,10/07/2017,UPS,Ground,1Z022VW80300090700,3345
857083460,1431650577,10/08/2017,UPS,SUREPOST,1Z022VW8YW00090739,3345
857092691,1431652037,10/08/2017,UPS,Ground,1Z022VW80300090764,3345
857097248,1431652958,10/08/2017,UPS,Ground,1Z022VW80300090773,3345
857100919,1431653234,10/08/2017,UPS,Ground,1Z022VW80300090791,3345
857102254,1431653727,10/08/2017,UPS,Ground,1Z022VW80300090782,3345
857106467,1431654823,10/08/2017,UPS,Ground,1Z022VW80300090808,3345
857140648,1431660768,10/10/2017,UPS,Ground,1Z022VW80300090826,3345
857140941,1431660611,10/10/2017,UPS,SUREPOST,1Z022VW8YW00090864,3345
857141967,1431660682,10/09/2017,UPS,Ground,1Z022VW80300090817,3345
857148174,1431662160,10/10/2017,UPS,Ground,1Z022VW80300090835,3345
857149490,1431661986,10/10/2017,UPS,Ground,1Z022VW80300090853,3345
857152964,1431662830,10/10/2017,UPS,Ground,1Z022VW80300090871,3345
857162612,1431664435,10/10/2017,UPS,Ground,1Z022VW80300090880,3345
857174846,1431666105,10/10/2017,UPS,Ground,1Z022VW80300090899,3345
857191218,1431671223,10/10/2017,UPS,Ground,1Z022VW80300090933,3345
857194546,1431678714,10/11/2017,UPS,Ground,1Z022VW80300091021,3345
857203425,1431672530,10/10/2017,UPS,SUREPOST,1Z022VW8YW00090962,3345
857206091,1431671279,10/10/2017,UPS,SUREPOST,1Z022VW8YW00090971,3345
857208014,1431671427,10/10/2017,UPS,Ground,1Z022VW80300090951,3345
857211526,1431672025,10/10/2017,UPS,Ground,1Z022VW80300090906,3345
857211709,1431672442,10/10/2017,UPS,SUREPOST,1Z022VW8YW00090917,3345
857214325,1431672709,10/10/2017,UPS,SUREPOST,1Z022VW8YW00090926,3345
857244343,1431678667,10/11/2017,UPS,SUREPOST,1Z022VW8YW00091069,3345
857245221,1431678763,10/11/2017,UPS,Ground,1Z022VW80300091058,3345
857246369,1431678991,10/11/2017,UPS,Ground,1Z022VW80300091030,3345
857250241,1431679705,10/11/2017,UPS,Ground,1Z022VW80300091003,3345
857252059,1431680400,10/11/2017,UPS,SUREPOST,1Z022VW8YW00091014,3345
857253084,1431679936,10/11/2017,UPS,SUREPOST,1Z022VW8YW00090999,3345
857254172,1431680729,10/11/2017,UPS,SUREPOST,1Z022VW8YW00090980,3345
857254891,1431680586,10/11/2017,UPS,Ground,1Z022VW80300091076,3345
857265303,1431682737,10/11/2017,UPS,SUREPOST,1Z022VW8YW00091087,3345
857266954,1431682985,10/11/2017,UPS,SUREPOST,1Z022VW8YW00091096,3345
988090314,1431533475,09/26/2017,UPS,Ground,1Z022VW80300089641,3345
993176396,1431594213,10/03/2017,UPS,SUREPOST,1Z022VW8YW00090202,3345
999435333,1431475099,09/19/2017,UPS,Ground,1Z022VW80300088893,3345
841380934,1431409981,09/11/2017,UPS,SUREPOST,1Z022V1FYW00083331,3368
842594617,1431400365,09/11/2017,UPS,Ground,1Z022V1F0300083160,3368
847920016,1431569229,09/29/2017,UPS,Ground,1Z022V1F0300085186,3368
848004787,1431632309,10/06/2017,UPS,Ground,1Z022V1F0300086130,3368
851261881,1431660897,10/09/2017,UPS,Ground,1Z022V1F0300086452,3368
852201896,1431425512,09/13/2017,UPS,SUREPOST,1Z022V1FYW00083573,3368
853027613,1431605827,10/04/2017,UPS,SUREPOST,1Z022V1FYW00085759,3368
853043203,1431400000,09/11/2017,UPS,SUREPOST,1Z022V1FYW00083144,3368
853313114,1431614450,10/05/2017,UPS,Ground,1Z022V1F0300085971,3368
853313114,1431614450,10/05/2017,UPS,Ground,1Z022V1F0300085980,3368
853313114,1431614450,10/05/2017,UPS,Ground,1Z022V1F0300085999,3368
853789055,1431443442,09/18/2017,UPS,Ground,1Z022V1F0300083777,3368
854244694,1431403286,09/11/2017,UPS,Ground,1Z022V1F0300083197,3368
854597942,1431661454,10/09/2017,UPS,Ground,1Z022V1F0300086461,3368
855042127,1431604242,10/04/2017,UPS,SUREPOST,1Z022V1FYW00085722,3368
855143060,1431405745,09/11/2017,UPS,Ground,1Z022V1F0300083259,3368
855266623,1431496126,09/21/2017,UPS,Ground,1Z022V1F0300084383,3368
855432952,1431399213,09/11/2017,UPS,Ground,1Z022V1F0300083133,3368
855552228,1431398174,09/11/2017,UPS,Ground,1Z022V1F0300083080,3368
855579348,1431416802,09/12/2017,UPS,Ground,1Z022V1F0300083428,3368
855624023,1431394710,09/11/2017,UPS,SUREPOST,1Z022V1FYW00083019,3368
855624179,1431395001,09/11/2017,UPS,Ground,1Z022V1F0300083026,3368
855624640,1431394640,09/11/2017,UPS,SUREPOST,1Z022V1FYW00083037,3368
855626656,1431394939,09/11/2017,UPS,Ground,1Z022V1F0300083062,3368
855630244,1431395670,09/11/2017,UPS,Ground,1Z022V1F0300083071,3368
855630520,1431395779,09/11/2017,UPS,Ground,1Z022V1F0300083044,3368
855630759,1431395893,09/11/2017,UPS,Ground,1Z022V1F0300083053,3368
855644008,1431398100,09/11/2017,UPS,Ground,1Z022V1F0300083115,3368
855644590,1431398287,09/11/2017,UPS,SUREPOST,1Z022V1FYW00083091,3368
855648245,1431398993,09/11/2017,UPS,Ground,1Z022V1F0300083124,3368
855651851,1431399450,09/11/2017,UPS,Ground,1Z022V1F0300083106,3368
855654453,1431399728,09/11/2017,UPS,Ground,1Z022V1F0300083151,3368
855658434,1431401565,09/11/2017,UPS,Ground,1Z022V1F0300083179,3368
855682521,1431404800,09/11/2017,UPS,Ground,1Z022V1F0300083213,3368
855687665,1431403345,09/11/2017,UPS,Ground,1Z022V1F0300083188,3368
855691823,1431404069,09/11/2017,UPS,SUREPOST,1Z022V1FYW00083206,3368
855692080,1431410019,09/11/2017,UPS,Ground,1Z022V1F0300083311,3368
855705275,1431405406,09/11/2017,UPS,Ground,1Z022V1F0300083231,3368
855705548,1431417281,09/12/2017,UPS,SUREPOST,1Z022V1FYW00083439,3368
855706728,1431405872,09/11/2017,UPS,Ground,1Z022V1F0300083240,3368
855707024,1431405864,09/11/2017,UPS,Ground,1Z022V1F0300083222,3368
855708410,1431406204,09/11/2017,UPS,Ground,1Z022V1F0300083268,3368
855714910,1431406795,09/11/2017,UPS,Ground,1Z022V1F0300083277,3368
855719809,1431409530,09/11/2017,UPS,SUREPOST,1Z022V1FYW00083304,3368
855735925,1431409719,09/11/2017,UPS,Ground,1Z022V1F0300083295,3368
